id,host_location,host_response_time,host_response_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,street,neighborhood,city,suburb,state,zipcode,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,last_scraped_delta,host_since_delta,predicted_price
21898461,"Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Healesville, VIC, Australia",Unknown,Yarra Ranges,Healesville,VIC,3777.0,"Healesville, Australia",AU,Australia,-37.64726577,145.5434485,f,House,Private room,6,1.0,3.0,5.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Heating,Washer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Patio or balcony"",""Garden or backyard""}",400.0,0.0,2,120,1,1125,8 months ago,t,21,51,81,356,12/7/2018,3,11/26/2017,10/13/2018,100.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,strict_14_with_grace_period,f,f,3,0.24,2084,3025,165.91669566017504
26283025,"Keilor, Victoria, Australia",within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Bundoora, VIC, Australia",Unknown,Darebin,Bundoora,VIC,3083.0,"Bundoora, Australia",AU,Australia,-37.7114151,145.0504002,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Cleaning before checkout"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Step-free access"",""Step-free access"",""Wide entryway""}",250.0,85.0,4,29,2,1125,3 weeks ago,t,5,18,34,295,12/7/2018,18,7/8/2018,11/27/2018,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,flexible,f,f,2,3.53,2084,3328,131.36041219496036
21650384,"Victoria, Australia",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Collingwood, VIC, Australia",Collingwood,Yarra,Collingwood,VIC,3066.0,"Collingwood, Australia",AU,Australia,-37.80533862,144.9844424,t,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Iron,""Laptop friendly workspace"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Wide entryway"",""Handheld shower head""}",400.0,70.0,1,0,3,14,2 months ago,t,0,0,0,72,12/7/2018,1,1/1/2018,1/1/2018,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,1,0.09,2084,3645,160.92001224850915
14325562,"Melbourne, Victoria, Australia",within a day,75%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Fitzroy North, VIC, Australia",Brunswick,Moreland,Fitzroy North,VIC,3068.0,"Fitzroy North, Australia",AU,Australia,-37.7785227,144.9771957,f,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",Heating,Washer,""Smoke detector"",Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",500.0,65.0,1,0,1,10,21 months ago,t,0,0,0,0,12/7/2018,2,8/7/2016,4/16/2017,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,0.07,2084,3238,120.6773842150629
26138166,"Melbourne, Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Sassafras, VIC, Australia",Unknown,Yarra Ranges,Sassafras,VIC,3787.0,"Sassafras, Australia",AU,Australia,-37.86775901,145.3595779,f,House,Entire home/apt,10,1.0,1.0,8.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Outlet covers"",""High chair"",""Children’s books and toys"",""Window guards"",""Table corner guards"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head"",""Fixed grab bars for shower"",""Fixed grab bars for toilet"",""Roll-in shower""}",1000.0,220.0,4,50,2,1125,6 months ago,t,0,4,32,307,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,2,1.02,2084,3577,300.25232048346857
984021,"Melbourne, Victoria, Australia",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"East Melbourne, VIC, Australia",East Melbourne,Melbourne,East Melbourne,VIC,3002.0,"East Melbourne, Australia",AU,Australia,-37.81306557,144.9878832,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",750.0,60.0,2,10,4,1125,3 days ago,t,0,4,34,309,12/7/2018,24,12/10/2013,9/15/2018,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,t,5,0.39,2084,4601,140.18062672675302
27063567,AU,within an hour,100%,f,"['email', 'phone', 'work_email']",t,f,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000.0,"Melbourne, Australia",AU,Australia,-37.81455111,144.9524988,t,Apartment,Entire home/apt,6,1.0,1.0,4.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",Other}",350.0,65.0,4,0,1,1000,today,t,6,18,35,282,12/7/2018,24,7/28/2018,11/18/2018,96.0,10.0,10.0,9.0,9.0,10.0,9.0,f,t,strict_14_with_grace_period,f,f,3,5.41,2084,2368,164.43874277132895
17981118,"Victoria, Australia",within a day,50%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056.0,"Brunswick, Australia",AU,Australia,-37.76629105,144.9659711,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Heating,Washer,Dryer,""Smoke detector"",""Safety card"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox}",500.0,165.0,1,0,7,1125,5 months ago,t,29,59,89,89,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,89,1.02,2084,2924,94.2047295996209
13102141,"Victoria, Australia",Unknown,Unknown,f,"['email', 'phone']",t,f,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006.0,"Southbank, Australia",AU,Australia,-37.82362157,144.9607011,t,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Pool,Kitchen,""Smoking allowed"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",250.0,59.0,1,0,3,5,31 months ago,t,0,0,0,0,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,1,1.02,2084,3327,89.47540895794225
18081541,"Victoria, Australia",within a day,50%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Brunswick, VIC, Australia",Brunswick,Moreland,Brunswick,VIC,3056.0,"Brunswick, Australia",AU,Australia,-37.76486959,144.9690588,t,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Safety card"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox}",675.0,125.0,1,0,7,1125,5 months ago,t,29,59,89,89,12/7/2018,2,12/18/2017,2/15/2018,90.0,9.0,8.0,10.0,9.0,9.0,7.0,f,f,strict_14_with_grace_period,f,f,89,0.17,2084,2924,84.09924406512204
7959317,"Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Reservoir, VIC, Australia",Unknown,Darebin,Reservoir,VIC,3073.0,"Reservoir, Australia",AU,Australia,-37.71702314,145.020011,f,Other,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",250.0,15.0,1,15,1,1125,3 weeks ago,t,0,0,23,23,12/7/2018,4,11/1/2015,5/5/2017,93.0,9.0,9.0,9.0,10.0,9.0,9.0,f,f,moderate,f,f,1,0.11,2084,3292,66.75784514444024
4151733,In the beautiful Yarra Valley,within an hour,100%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Healesville, VIC, Australia",Unknown,Yarra Ranges,Healesville,VIC,3777.0,"Healesville, Australia",AU,Australia,-37.66052601,145.5089677,t,Cottage,Entire home/apt,8,2.0,3.0,5.0,Real Bed,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Hot water""}",500.0,59.0,2,50,1,10,today,t,12,35,58,318,12/7/2018,190,9/24/2014,12/2/2018,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,2,3.71,2084,3633,229.21906714177265
26280798,AU,within a few hours,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Craigieburn, VIC, Australia",Unknown,Hume,Craigieburn,VIC,3064.0,"Craigieburn, Australia",AU,Australia,-37.59044082,144.9077192,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Step-free access"",""Host greets you"",""Lake access""}",0.0,15.0,1,0,2,66,today,t,2,8,38,311,12/7/2018,9,7/2/2018,10/27/2018,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,1,1.7,2084,2251,70.84466393082822
3953433,"Melbourne, Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Melbourne, VIC, Australia",Central Business District,Melbourne,Melbourne,VIC,3000.0,"Melbourne, Australia",AU,Australia,-37.81484936,144.9610868,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,"{Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Essentials,Shampoo}",0.0,40.0,1,0,5,1124,2 months ago,t,29,49,79,354,12/7/2018,63,10/6/2014,11/22/2018,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,1,1.24,2084,3650,147.61545284271202
4810946,"Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Fitzroy, VIC, Australia",Fitzroy,Yarra,Fitzroy,VIC,3065.0,"Fitzroy, Australia",AU,Australia,-37.79792377,144.9768825,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",250.0,20.0,2,50,2,60,4 months ago,t,0,0,0,0,12/7/2018,18,2/23/2015,12/10/2016,92.0,9.0,8.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1,0.39,2084,3571,80.12499097066546
22423939,AU,Unknown,Unknown,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Blackburn, VIC, Australia",Unknown,Whitehorse,Blackburn,VIC,3130.0,"Blackburn, Australia",AU,Australia,-37.8272632,145.1465995,t,House,Entire home/apt,6,1.0,1.0,4.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Private entrance""}",0.0,100.0,1,0,4,1125,2 weeks ago,t,7,23,50,309,12/7/2018,20,1/19/2018,11/19/2018,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict_14_with_grace_period,f,f,3,1.86,2084,2460,156.6494346651543
24480556,AU,within an hour,95%,f,"['email', 'phone']",t,f,"Docklands, Australia",Docklands,Melbourne,Docklands,Unknown,3008.0,"Docklands, Australia",AU,Australia,-37.8137375,144.948765,f,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access"",""Host greets you""}",300.0,0.0,2,0,1,1125,today,t,0,0,0,265,12/7/2018,1,9/26/2018,9/26/2018,100.0,10.0,10.0,8.0,8.0,6.0,10.0,f,t,strict_14_with_grace_period,f,f,31,0.41,2084,2336,133.62440086889188
26092961,"Hampton East, Victoria, Australia",within an hour,90%,t,"['email', 'phone']",t,f,"Hampton East, VIC, Australia",Bentleigh,Bayside,Hampton East,VIC,3188.0,"Hampton East, Australia",AU,Australia,-37.93927337,145.0360168,t,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator}",0.0,25.0,1,0,1,1125,3 weeks ago,t,9,31,31,251,12/7/2018,26,6/18/2018,11/26/2018,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,1,4.51,2084,2257,128.1824225799797
9653802,"Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'facebook', 'reviews']",t,f,"Saint Kilda, VIC, Australia",St Kilda,Port Phillip,Saint Kilda,VIC,3182.0,"Saint Kilda, Australia",AU,Australia,-37.85951492,144.9760617,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace""}",250.0,30.0,2,30,2,1125,29 months ago,t,0,0,0,0,12/7/2018,2,1/30/2016,3/23/2016,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,0.06,2084,3192,140.18651133527285
25786385,AU,within an hour,94%,f,['phone'],t,f,"Southbank, VIC, Australia",Southbank,Melbourne,Southbank,VIC,3006.0,"Southbank, Australia",AU,Australia,-37.82633445,144.9587199,t,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",300.0,80.0,4,25,2,1125,today,t,10,10,10,10,12/7/2018,10,7/9/2018,11/19/2018,92.0,9.0,9.0,9.0,9.0,10.0,9.0,f,t,strict_14_with_grace_period,f,f,12,1.97,2084,2292,159.2494708235639
12924038,"Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,"Mont Albert, VIC, Australia",Balwyn,Whitehorse,Mont Albert,VIC,3127.0,"Mont Albert, Australia",AU,Australia,-37.81948882,145.1061208,t,House,Shared room,1,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Other}",0.0,9.0,1,0,1,1125,3 months ago,t,29,59,89,179,12/7/2018,8,8/26/2016,10/31/2018,80.0,7.0,8.0,8.0,9.0,8.0,8.0,f,f,flexible,f,f,12,0.29,2084,3093,79.32559690087834
16724643,"Victoria, Australia",within a few hours,100%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Collingwood, VIC, Australia",Collingwood,Yarra,Collingwood,VIC,3066.0,"Collingwood, Australia",AU,Australia,-37.80430201,144.9866929,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Host greets you""}",200.0,20.0,1,20,2,23,4 weeks ago,t,16,46,76,76,12/7/2018,17,1/22/2017,11/16/2018,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1,0.74,2084,3747,86.80921793063285
28769662,"Melbourne, Victoria, Australia",within an hour,97%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Rowville, VIC, Australia",Unknown,Knox,Rowville,VIC,3178.0,"Rowville, Australia",AU,Australia,-37.90894097,145.2721552,t,Condominium,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Breakfast,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance""}",250.0,59.0,1,0,1,14,3 weeks ago,t,23,52,82,357,12/7/2018,4,10/16/2018,11/29/2018,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,5,2.26,2084,2181,90.37249775626968
867464,"Seddon, Victoria, Australia",Unknown,Unknown,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Seddon, VIC, Australia",Yarraville/Seddon,Maribyrnong,Seddon,VIC,3011.0,"Seddon, Australia",AU,Australia,-37.80792816,144.8982322,t,Tiny house,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Suitable for events"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",250.0,59.0,1,0,2,60,2 weeks ago,t,1,11,26,230,12/7/2018,197,3/20/2013,11/22/2018,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,2,2.83,2084,4250,120.65676839659909
15988382,"Saint Kilda East, Victoria, Australia",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Saint Kilda East, VIC, Australia",Unknown,Port Phillip,Saint Kilda East,VIC,3183.0,"Saint Kilda East, Australia",AU,Australia,-37.86143359,145.0086082,t,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron}",250.0,40.0,1,0,3,18,today,t,1,1,2,2,12/7/2018,5,12/31/2016,4/26/2017,80.0,10.0,8.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,1,0.21,2084,3246,78.65345907047589
13498057,"Melbourne, Victoria, Australia",Unknown,Unknown,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"East Melbourne, VIC, Australia",East Melbourne,Melbourne,East Melbourne,VIC,3002.0,"East Melbourne, Australia",AU,Australia,-37.81078098,144.9873131,t,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",Iron,""Laptop friendly workspace""}",250.0,59.0,2,0,4,1125,25 months ago,t,0,0,0,0,12/7/2018,1,12/29/2016,12/29/2016,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,strict_14_with_grace_period,f,f,1,0.04,2084,3743,140.2626116798225
21982960,"Victoria, Australia",within a few hours,91%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Elwood, VIC, Australia",Elwood,Port Phillip,Elwood,VIC,3184.0,"Elwood, Australia",AU,Australia,-37.88240417,144.9931582,t,House,Entire home/apt,7,3.5,5.0,4.0,Real Bed,"{TV,Wifi,Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",2000.0,618.0,1,0,7,1125,today,t,0,0,0,0,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict_14_with_grace_period,f,f,73,1.02,2084,3852,1002.1038711578537
28135239,"Dandenong North, Victoria, Australia",within an hour,100%,f,"['email', 'phone']",t,f,"Doveton, VIC, Australia",Unknown,Casey,Doveton,VIC,3177.0,"Doveton, Australia",AU,Australia,-37.99203803,145.2354928,f,House,Private room,1,1.0,1.0,1.0,Real Bed,"{Wifi,Kitchen,Heating,Washer,""Smoke detector"",Essentials,""Lock on bedroom door"",Hangers,""Hot water""}",150.0,29.0,1,0,2,1125,today,t,30,60,90,90,12/7/2018,0,Unknown,Unknown,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,flexible,f,f,6,1.02,2084,2189,94.83551830519428
22005856,"Altona Meadows, Victoria, Australia",Unknown,Unknown,f,"['phone', 'reviews']",t,f,"Altona Meadows, VIC, Australia",Unknown,Hobsons Bay,Altona Meadows,VIC,3028.0,"Altona Meadows, Australia",AU,Australia,-37.86942547,144.7793888,t,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,""Smoke detector"",Essentials,Hangers,Iron,Bathtub,Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed""}",132.0,38.0,4,19,1,1125,8 months ago,t,0,0,0,0,12/7/2018,27,12/2/2017,3/19/2018,90.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,strict_14_with_grace_period,f,f,1,2.18,2084,2497,131.26703598083677
